,Outputs
1369,127.86955261230469
1370,129.90191650390625
1371,127.86955261230469
1372,192.92755126953125
1373,126.67298889160156
1374,126.67298889160156
1375,126.67298889160156
1376,126.67298889160156
1377,126.67298889160156
1378,148.90484619140625
1379,123.72169494628906
1380,120.14212036132812
1381,121.69477844238281
1382,131.4202423095703
1383,312.5309753417969
1384,220.92831420898438
1385,181.5900115966797
1386,443.9733581542969
1387,121.59034729003906
1388,122.60430908203125
1389,126.11100769042969
1390,143.85768127441406
1391,128.86593627929688
1392,360.9962463378906
1393,147.3667449951172
1394,121.09713745117188
1395,342.31231689453125
1396,162.55886840820312
1397,135.8668670654297
1398,122.11817932128906
1399,120.54275512695312
1400,136.88099670410156
1401,142.263916015625
1402,253.75587463378906
1403,120.50202941894531
1404,296.5466003417969
1405,122.51255798339844
1406,148.1233367919922
1407,128.5422821044922
1408,312.6062927246094
1409,335.5652160644531
1410,126.544921875
1411,139.12069702148438
1412,125.304931640625
1413,127.76470947265625
1414,123.96238708496094
1415,120.97206115722656
1416,368.1304931640625
1417,128.68658447265625
1418,120.61300659179688
1419,121.80123901367188
1420,225.89036560058594
1421,235.44137573242188
1422,128.00631713867188
1423,237.27801513671875
1424,140.36534118652344
1425,127.57275390625
1426,307.6024475097656
1427,119.58993530273438
1428,222.54269409179688
1429,122.56121826171875
1430,154.10914611816406
1431,132.65008544921875
1432,158.3645477294922
1433,167.68295288085938
1434,391.51287841796875
1435,266.0536804199219
1436,135.71299743652344
1437,126.66169738769531
1438,139.62454223632812
1439,378.1782531738281
1440,289.55078125
1441,303.9120788574219
1442,159.44068908691406
1443,310.1908874511719
1444,434.2901306152344
1445,126.68984985351562
1446,134.48326110839844
1447,326.3149719238281
1448,264.2528991699219
1449,133.22158813476562
1450,125.20254516601562
1451,189.39859008789062
1452,120.99368286132812
1453,334.1316833496094
1454,120.19366455078125
1455,152.50924682617188
1456,367.3274841308594
1457,127.39656066894531
1458,170.6431884765625
1459,123.22343444824219
1460,130.4193878173828
1461,290.07501220703125
1462,138.04151916503906
1463,314.06207275390625
1464,333.4106140136719
1465,172.9816131591797
1466,191.93771362304688
1467,140.50279235839844
1468,256.957275390625
1469,265.3528137207031
1470,275.372314453125
1471,127.28923034667969
1472,139.62454223632812
1473,122.73954772949219
1474,122.89323425292969
1475,263.4007873535156
1476,363.1958312988281
1477,128.0697021484375
1478,124.80094909667969
1479,511.1230773925781
1480,167.29881286621094
1481,126.77876281738281
1482,533.5313720703125
1483,137.7128448486328
1484,128.77877807617188
1485,215.26158142089844
1486,203.9852752685547
1487,122.74664306640625
1488,146.93765258789062
1489,377.13336181640625
1490,130.92367553710938
1491,177.85755920410156
1492,124.67021179199219
1493,212.9818878173828
1494,132.54547119140625
1495,128.9844512939453
1496,160.1656036376953
1497,128.97511291503906
1498,130.01644897460938
1499,139.62454223632812
1500,294.2631530761719
1501,264.6224670410156
1502,134.16038513183594
1503,120.24592590332031
1504,132.57534790039062
1505,231.5259552001953
1506,304.7511901855469
1507,123.33091735839844
1508,129.94357299804688
1509,119.82281494140625
1510,211.7333221435547
1511,137.3470458984375
1512,122.3057861328125
1513,141.3616180419922
1514,127.21192932128906
1515,269.69537353515625
1516,120.63706970214844
1517,122.03913879394531
1518,249.88243103027344
1519,135.9698944091797
1520,139.62454223632812
1521,319.4100036621094
1522,309.634521484375
1523,188.18136596679688
1524,574.9736938476562
1525,129.88002014160156
1526,134.4700469970703
1527,134.53858947753906
1528,129.88002014160156
1529,130.45819091796875
1530,267.7765197753906
1531,138.36463928222656
1532,146.6041259765625
1533,238.93292236328125
1534,122.55061340332031
1535,128.62530517578125
1536,120.15122985839844
1537,206.6222381591797
1538,167.90899658203125
1539,296.7306823730469
1540,147.6321563720703
1541,135.4259490966797
1542,329.6866149902344
1543,119.58732604980469
1544,119.726806640625
1545,121.69522094726562
1546,211.00514221191406
1547,119.55570983886719
1548,130.546630859375
1549,308.77362060546875
1550,139.62454223632812
1551,336.2389831542969
1552,123.072998046875
1553,293.3731994628906
1554,121.5123291015625
1555,122.6297607421875
1556,142.369384765625
1557,129.42129516601562
1558,128.41273498535156
1559,128.355712890625
1560,133.77340698242188
1561,381.5708923339844
1562,332.0223083496094
1563,119.59423828125
1564,213.2838897705078
1565,130.53652954101562
1566,131.466552734375
1567,214.0415496826172
1568,120.24632263183594
1569,119.71434020996094
1570,216.68954467773438
1571,391.7774658203125
1572,203.7248077392578
1573,462.0025939941406
1574,129.5722198486328
1575,447.93310546875
1576,121.46722412109375
1577,154.31546020507812
1578,244.0438690185547
1579,131.56417846679688
1580,119.39987182617188
1581,127.99516296386719
1582,323.0586853027344
1583,432.7035827636719
1584,171.17588806152344
1585,119.50296020507812
1586,132.91099548339844
1587,120.4232177734375
1588,350.7716369628906
1589,120.24716186523438
1590,274.579833984375
1591,300.9679870605469
1592,196.76869201660156
1593,140.1755828857422
1594,120.1961669921875
1595,120.21249389648438
1596,213.3519287109375
1597,219.2559356689453
1598,120.07453918457031
1599,147.12672424316406
1600,278.24371337890625
1601,372.2599182128906
1602,122.51048278808594
1603,122.73443603515625
1604,137.55419921875
1605,140.8494110107422
1606,129.65220642089844
1607,127.3416748046875
1608,317.24713134765625
1609,119.52987670898438
1610,119.61056518554688
1611,122.7452392578125
1612,367.6813659667969
1613,184.48809814453125
1614,146.3714141845703
1615,147.1375274658203
1616,326.05303955078125
1617,122.59944152832031
1618,124.99824523925781
1619,295.2510681152344
1620,312.4552307128906
1621,368.1093444824219
1622,294.7017517089844
1623,122.86538696289062
1624,178.98890686035156
1625,123.44612121582031
1626,123.57862854003906
1627,123.44612121582031
1628,123.57862854003906
1629,123.57862854003906
1630,123.57862854003906
1631,124.11918640136719
1632,123.57862854003906
1633,124.11918640136719
1634,124.11918640136719
1635,123.57862854003906
1636,124.11918640136719
1637,123.57862854003906
1638,124.11918640136719
1639,123.57862854003906
1640,310.2048645019531
1641,124.11918640136719
1642,124.11918640136719
1643,124.11918640136719
1644,124.11918640136719
1645,124.11918640136719
1646,124.11918640136719
1647,124.35482788085938
1648,119.53219604492188
1649,119.38694763183594
1650,119.5086669921875
1651,130.9441375732422
1652,119.40727233886719
1653,248.46751403808594
1654,229.35459899902344
1655,345.6739501953125
1656,125.180908203125
1657,391.9437561035156
1658,209.12030029296875
1659,292.1070861816406
1660,119.50344848632812
1661,120.52470397949219
1662,119.44525146484375
1663,120.59620666503906
1664,180.6367645263672
1665,191.90284729003906
1666,241.00550842285156
1667,127.36907958984375
1668,153.46238708496094
1669,188.197509765625
1670,127.25364685058594
1671,122.16911315917969
1672,134.28662109375
1673,121.05517578125
1674,121.23355102539062
1675,124.54238891601562
1676,139.50802612304688
1677,128.26748657226562
1678,144.02197265625
1679,143.5196990966797
1680,121.36494445800781
1681,133.26625061035156
1682,137.50579833984375
1683,152.46751403808594
1684,119.70822143554688
1685,121.70004272460938
1686,141.57839965820312
1687,263.4145812988281
1688,120.26911926269531
1689,120.02322387695312
1690,122.556884765625
1691,122.27061462402344
1692,124.76741027832031
1693,245.22402954101562
1694,374.6159973144531
1695,122.27061462402344
1696,244.07830810546875
1697,394.9394836425781
1698,124.89434814453125
1699,123.96575927734375
1700,119.54301452636719
1701,120.00228881835938
1702,296.3266906738281
1703,121.16075134277344
1704,139.0756072998047
1705,151.67823791503906
1706,139.7406005859375
1707,135.86099243164062
1708,137.7333221435547
1709,394.9205627441406
1710,416.6789245605469
1711,172.2468719482422
1712,165.6134033203125
1713,136.47146606445312
1714,119.42826843261719
1715,357.5400390625
1716,250.95225524902344
1717,121.11679077148438
1718,196.0684356689453
1719,123.43203735351562
1720,136.47146606445312
1721,128.82763671875
1722,215.37274169921875
1723,178.73716735839844
1724,121.87272644042969
1725,119.4044189453125
1726,119.39732360839844
1727,119.45748901367188
1728,217.06564331054688
1729,239.23936462402344
1730,138.38458251953125
1731,119.54104614257812
1732,119.47669982910156
1733,359.1448669433594
1734,280.35723876953125
1735,119.28858947753906
1736,175.6661834716797
1737,380.7837829589844
1738,360.0826110839844
1739,312.1111755371094
1740,119.41270446777344
1741,311.4631652832031
1742,386.4262390136719
1743,348.0577697753906
1744,131.55929565429688
1745,121.58265686035156
1746,345.4101257324219
1747,312.2042236328125
1748,119.54887390136719
1749,336.5384826660156
1750,345.0294494628906
1751,120.99497985839844
1752,364.88299560546875
1753,329.8625183105469
1754,340.3109130859375
1755,328.97412109375
1756,120.87901306152344
1757,168.5384979248047
1758,323.7349548339844
1759,120.29222106933594
1760,290.49578857421875
1761,260.6302185058594
1762,176.42149353027344
1763,321.69232177734375
1764,225.13836669921875
1765,311.59619140625
1766,272.1097717285156
1767,229.68716430664062
1768,337.8983459472656
1769,317.3717041015625
1770,368.739501953125
1771,120.82481384277344
1772,329.1607360839844
1773,274.7208557128906
1774,121.15135192871094
1775,304.9648742675781
1776,120.141357421875
1777,271.3993225097656
1778,307.9273986816406
1779,143.8984375
1780,334.886962890625
1781,298.6427001953125
1782,331.82476806640625
1783,126.53898620605469
1784,363.5398254394531
1785,163.0701446533203
1786,285.7491455078125
1787,330.9621887207031
1788,153.65966796875
1789,228.60154724121094
1790,345.58929443359375
1791,202.9734649658203
1792,320.00799560546875
1793,353.8238220214844
1794,129.55943298339844
1795,365.3551330566406
1796,318.061279296875
1797,257.9687805175781
1798,346.4983215332031
1799,333.9319763183594
1800,141.41583251953125
1801,119.47554016113281
1802,121.0279541015625
1803,315.5877685546875
1804,311.51983642578125
1805,120.02891540527344
1806,120.74818420410156
1807,137.17713928222656
1808,297.2438659667969
1809,336.8029479980469
1810,350.4145202636719
1811,355.7162170410156
1812,139.08010864257812
1813,316.0697937011719
1814,332.97418212890625
1815,420.8053283691406
1816,287.1553955078125
1817,138.52029418945312
1818,274.06317138671875
1819,407.1809997558594
1820,337.2027282714844
1821,120.44407653808594
1822,314.2619934082031
1823,150.9729766845703
1824,372.31927490234375
1825,124.37332153320312
1826,205.26979064941406
1827,133.2171173095703
1828,121.61549377441406
1829,354.25311279296875
1830,269.3930969238281
1831,121.60983276367188
1832,316.2164306640625
1833,347.252685546875
1834,344.38458251953125
1835,119.91389465332031
1836,345.7005310058594
1837,311.3421325683594
1838,318.3205261230469
1839,310.4435729980469
1840,139.8442840576172
1841,262.27423095703125
1842,293.2149658203125
1843,316.2586364746094
1844,272.9322814941406
1845,315.3134460449219
1846,146.20574951171875
1847,327.0511779785156
1848,349.2461242675781
1849,365.41748046875
1850,335.382080078125
1851,123.09347534179688
1852,315.80389404296875
1853,381.2318115234375
1854,120.50218200683594
1855,267.9344787597656
1856,121.53378295898438
1857,137.2074737548828
1858,321.0371398925781
1859,122.4189453125
1860,270.83636474609375
1861,229.6241455078125
1862,345.68865966796875
1863,120.16879272460938
1864,250.7264862060547
1865,303.8866271972656
1866,160.8414306640625
1867,310.5853576660156
1868,132.28489685058594
1869,120.66891479492188
1870,120.02891540527344
1871,120.97811889648438
1872,121.38450622558594
1873,313.83856201171875
1874,265.4083251953125
1875,175.8503875732422
1876,162.79855346679688
1877,129.9879913330078
1878,330.0099182128906
1879,341.9583435058594
1880,305.88037109375
1881,124.53659057617188
1882,220.68728637695312
1883,301.14459228515625
1884,264.0641784667969
1885,119.43428039550781
1886,360.6463928222656
1887,494.1825866699219
1888,283.8472900390625
1889,331.0058898925781
1890,398.56451416015625
1891,121.15829467773438
1892,142.7293243408203
1893,325.94891357421875
1894,311.24066162109375
1895,270.1455078125
1896,264.7801513671875
1897,231.82846069335938
1898,119.3072509765625
1899,241.0893096923828
1900,120.83000183105469
1901,344.64752197265625
1902,190.6239471435547
1903,185.96519470214844
1904,372.9747314453125
1905,353.7875061035156
1906,303.4859924316406
1907,302.8830871582031
1908,326.0303955078125
1909,119.35125732421875
1910,387.3362731933594
1911,353.0769348144531
1912,365.0419616699219
1913,124.29060363769531
1914,119.89543151855469
1915,122.50692749023438
1916,484.312255859375
1917,122.86366271972656
1918,378.5024108886719
1919,140.58665466308594
1920,352.7170715332031
1921,313.6092224121094
1922,334.8381042480469
1923,119.59471130371094
1924,316.18597412109375
1925,344.326171875
1926,120.55006408691406
1927,237.1768341064453
1928,140.17845153808594
1929,119.84483337402344
1930,275.7181701660156
1931,314.5782775878906
1932,170.33106994628906
1933,356.88665771484375
1934,344.89239501953125
1935,171.12612915039062
1936,283.2895202636719
1937,360.48565673828125
1938,126.69429016113281
1939,311.6874084472656
1940,352.9664306640625
1941,344.4920349121094
1942,370.6638488769531
1943,156.89454650878906
1944,119.67453002929688
1945,347.52734375
1946,362.15740966796875
1947,319.6719055175781
1948,372.8438415527344
1949,336.9481506347656
1950,220.0081329345703
1951,227.3372039794922
1952,179.42242431640625
1953,119.34513854980469
1954,364.4150695800781
1955,278.4183044433594
1956,282.6477966308594
1957,278.4183044433594
1958,184.6302032470703
1959,139.9346466064453
1960,166.67327880859375
1961,166.67327880859375
1962,166.67327880859375
1963,139.9346466064453
1964,166.67327880859375
1965,166.67327880859375
1966,122.41357421875
1967,302.7950744628906
1968,133.79547119140625
1969,302.4593505859375
1970,119.2943115234375
1971,305.0738525390625
1972,266.0779113769531
1973,309.6101989746094
1974,123.071533203125
1975,157.30029296875
1976,119.83161926269531
1977,121.1353759765625
1978,286.31866455078125
1979,218.3363494873047
1980,149.1353759765625
1981,293.82977294921875
1982,128.39492797851562
1983,306.54315185546875
1984,119.74519348144531
1985,120.91973876953125
1986,155.2494659423828
1987,131.1488494873047
1988,132.80108642578125
1989,186.264404296875
1990,251.65032958984375
1991,138.72296142578125
1992,337.3602600097656
1993,351.75103759765625
1994,351.75103759765625
1995,337.3602600097656
1996,120.83674621582031
1997,138.67478942871094
1998,204.92623901367188
1999,334.55621337890625
2000,204.8403778076172
2001,308.66400146484375
2002,317.2650451660156
2003,215.96243286132812
2004,385.0261535644531
2005,243.2104949951172
2006,308.97393798828125
2007,140.26141357421875
2008,139.31053161621094
2009,311.5611267089844
2010,303.2504577636719
2011,219.5373077392578
2012,162.7700958251953
2013,310.1270446777344
2014,126.06094360351562
2015,310.4733581542969
2016,307.9216613769531
2017,122.42884826660156
2018,120.17420959472656
2019,141.1725311279297
2020,120.85528564453125
2021,412.51129150390625
2022,272.91790771484375
2023,120.65946960449219
2024,120.33648681640625
2025,328.9237976074219
2026,128.999267578125
2027,133.32542419433594
2028,121.36016845703125
2029,222.44493103027344
2030,131.4849395751953
2031,298.140380859375
2032,320.2050476074219
2033,135.8992156982422
2034,230.7312774658203
2035,279.5707702636719
2036,147.50961303710938
2037,167.03099060058594
2038,327.531494140625
2039,352.3713684082031
2040,129.52432250976562
2041,180.21299743652344
2042,290.0472717285156
2043,340.4915466308594
2044,176.85435485839844
2045,241.92660522460938
2046,307.9093322753906
2047,340.52044677734375
2048,401.7595520019531
2049,292.9613342285156
2050,131.56231689453125
2051,212.49998474121094
2052,273.9770812988281
2053,137.2298583984375
2054,171.0770721435547
2055,141.04649353027344
2056,180.3264617919922
2057,234.54307556152344
2058,346.1694030761719
2059,119.41877746582031
2060,124.4678955078125
2061,191.7040252685547
2062,119.54963684082031
2063,186.63441467285156
2064,241.82044982910156
2065,121.12580871582031
2066,142.26535034179688
2067,256.731689453125
2068,301.4124755859375
2069,129.52432250976562
2070,225.70054626464844
2071,204.25743103027344
2072,128.9234619140625
2073,172.19651794433594
2074,310.5891418457031
2075,233.2171173095703
2076,201.3312530517578
2077,301.4309997558594
2078,163.4935760498047
2079,286.85101318359375
2080,155.486083984375
2081,267.6930847167969
2082,144.79615783691406
2083,121.81866455078125
2084,312.1440734863281
2085,321.9922790527344
2086,309.3753356933594
2087,302.0143737792969
2088,164.2616729736328
2089,312.4831237792969
2090,160.6864471435547
2091,120.35281372070312
2092,201.14634704589844
2093,350.75592041015625
2094,121.51495361328125
2095,126.30860900878906
2096,120.94023132324219
2097,124.43537902832031
2098,199.04507446289062
2099,240.2514190673828
2100,397.309326171875
2101,123.10929870605469
2102,126.42425537109375
2103,242.88905334472656
2104,277.1796569824219
2105,124.54920959472656
2106,347.7342224121094
2107,312.3117980957031
2108,309.09881591796875
2109,120.07429504394531
2110,243.4877166748047
2111,341.9878845214844
2112,125.20710754394531
2113,327.4801025390625
2114,172.4759521484375
2115,120.17201232910156
2116,230.5705108642578
2117,168.52415466308594
2118,282.9486389160156
2119,121.43760681152344
2120,131.3716278076172
2121,132.04293823242188
2122,249.73890686035156
2123,128.4872589111328
2124,348.2334899902344
2125,131.22344970703125
2126,121.84115600585938
2127,120.62773132324219
2128,119.64994812011719
2129,120.82086181640625
2130,258.2408752441406
2131,129.63864135742188
2132,219.4482421875
2133,317.42047119140625
2134,143.86224365234375
2135,119.60556030273438
2136,291.7792053222656
2137,123.12249755859375
2138,267.931396484375
2139,434.5554504394531
2140,318.72406005859375
2141,120.70088195800781
2142,183.4969940185547
2143,149.6282196044922
2144,161.9788360595703
2145,298.4284362792969
2146,227.04396057128906
2147,119.84358215332031
2148,119.66311645507812
2149,145.27853393554688
2150,189.87217712402344
2151,313.81201171875
2152,417.9305114746094
2153,243.2820281982422
2154,163.5626220703125
2155,127.26824951171875
2156,169.42898559570312
2157,209.6913604736328
2158,209.30117797851562
2159,149.2286834716797
2160,306.52801513671875
2161,135.6719512939453
2162,357.7125549316406
2163,141.4981689453125
2164,120.54087829589844
2165,309.7816467285156
2166,357.23358154296875
2167,169.78309631347656
2168,126.5794677734375
2169,119.34585571289062
2170,119.65046691894531
2171,128.3379669189453
2172,270.36962890625
2173,208.69195556640625
2174,321.2642822265625
2175,330.0010070800781
2176,119.47065734863281
2177,169.79031372070312
2178,301.49346923828125
2179,173.0797882080078
2180,156.2685546875
2181,119.59629821777344
2182,135.3945770263672
2183,135.3945770263672
2184,135.3945770263672
2185,155.9098663330078
2186,135.3945770263672
2187,135.3945770263672
2188,135.3945770263672
2189,335.6026916503906
2190,135.3945770263672
2191,309.4164123535156
2192,134.1725616455078
2193,134.1725616455078
2194,134.1725616455078
2195,134.1725616455078
2196,134.1725616455078
2197,214.44384765625
2198,119.53326416015625
2199,197.80384826660156
2200,317.3223571777344
2201,138.7603759765625
2202,309.7096252441406
2203,119.57455444335938
2204,119.67951965332031
2205,119.57455444335938
2206,145.9069061279297
2207,120.36433410644531
2208,173.6253662109375
2209,297.84100341796875
2210,314.4409484863281
2211,126.80049133300781
2212,139.1923370361328
2213,394.944580078125
2214,348.850341796875
2215,331.57574462890625
2216,305.8133850097656
2217,145.6288604736328
2218,129.92994689941406
2219,194.21905517578125
2220,143.36705017089844
2221,338.8945617675781
2222,148.98770141601562
2223,146.3946990966797
2224,414.678955078125
2225,146.14279174804688
2226,287.0577697753906
2227,355.5990295410156
2228,500.0956726074219
2229,253.24147033691406
2230,312.7518310546875
2231,303.7287292480469
2232,168.3640899658203
2233,132.58909606933594
2234,206.0363311767578
2235,552.4359130859375
2236,309.6139831542969
2237,141.0319366455078
2238,151.79896545410156
2239,138.2582244873047
2240,140.9873046875
2241,137.5772247314453
2242,251.10670471191406
2243,345.9338684082031
2244,285.0908508300781
2245,196.7500457763672
2246,121.15403747558594
2247,133.1105499267578
2248,139.71075439453125
2249,144.1957550048828
2250,141.32144165039062
2251,136.03292846679688
2252,187.417724609375
2253,351.9841003417969
2254,208.56105041503906
2255,134.51902770996094
2256,272.44757080078125
2257,134.14132690429688
2258,308.22625732421875
2259,256.91015625
2260,278.9753723144531
2261,122.75163269042969
2262,140.9213409423828
2263,141.0159454345703
2264,167.62718200683594
2265,265.2914123535156
2266,136.60580444335938
2267,126.66963195800781
2268,124.75749206542969
2269,142.38113403320312
2270,261.8326110839844
2271,259.0
2272,136.5370330810547
2273,186.53622436523438
2274,247.81866455078125
2275,450.1078186035156
2276,122.47114562988281
2277,135.5056610107422
2278,122.57630920410156
2279,178.68751525878906
2280,467.9332275390625
2281,337.1023254394531
2282,182.0765380859375
2283,147.78038024902344
2284,145.5130615234375
2285,122.5687255859375
2286,151.09617614746094
2287,383.67327880859375
2288,134.59613037109375
2289,122.25584411621094
2290,144.98965454101562
2291,394.3807373046875
2292,137.24288940429688
2293,358.1257629394531
2294,155.89871215820312
2295,171.25926208496094
2296,135.349609375
2297,130.44871520996094
2298,131.269287109375
2299,129.57583618164062
2300,339.8110656738281
2301,181.88197326660156
2302,131.09970092773438
2303,198.0167236328125
2304,578.3893432617188
2305,130.2296142578125
2306,204.2742919921875
2307,170.68930053710938
2308,311.2497863769531
2309,290.2325744628906
2310,303.61016845703125
2311,122.791259765625
2312,191.91604614257812
2313,302.7879638671875
2314,531.9708251953125
2315,309.5002746582031
2316,276.6176452636719
2317,148.55661010742188
2318,121.58236694335938
2319,134.97286987304688
2320,259.814453125
2321,119.82377624511719
2322,127.44091796875
2323,130.51846313476562
2324,250.13279724121094
2325,137.5320587158203
2326,174.0754852294922
2327,121.95468139648438
2328,306.8739318847656
2329,166.7234344482422
2330,222.23345947265625
2331,156.30307006835938
2332,142.3638916015625
2333,165.7747344970703
2334,352.74493408203125
2335,347.3033447265625
2336,134.4630584716797
2337,172.9405059814453
2338,149.32057189941406
2339,366.440673828125
2340,149.32594299316406
2341,211.48712158203125
2342,145.27830505371094
2343,134.07554626464844
2344,441.7030944824219
2345,145.50299072265625
2346,139.622802734375
2347,479.7805480957031
2348,139.7959442138672
2349,155.89569091796875
2350,308.9861145019531
2351,330.6438293457031
2352,122.02339172363281
2353,133.1992645263672
2354,324.1380920410156
2355,508.36175537109375
2356,271.56146240234375
2357,121.89759826660156
2358,313.98992919921875
2359,122.45899963378906
2360,134.6685028076172
2361,119.79693603515625
2362,121.6671142578125
2363,212.3794403076172
2364,231.23336791992188
2365,185.06875610351562
2366,333.9189758300781
2367,123.76141357421875
2368,148.93894958496094
2369,172.94822692871094
2370,144.56124877929688
2371,303.7456970214844
2372,299.776123046875
2373,245.38327026367188
2374,125.56230163574219
2375,124.96507263183594
2376,135.6427459716797
2377,123.13972473144531
2378,121.5325927734375
2379,147.82949829101562
2380,178.74331665039062
2381,339.8498840332031
2382,372.9705505371094
2383,243.31752014160156
2384,135.88157653808594
2385,122.60044860839844
2386,154.05609130859375
2387,146.14964294433594
2388,352.8078918457031
2389,120.25146484375
2390,157.07957458496094
2391,124.79910278320312
2392,602.249755859375
2393,123.39176940917969
2394,129.19473266601562
2395,122.45899963378906
2396,322.1544494628906
2397,121.12701416015625
2398,336.1563720703125
2399,128.45733642578125
2400,284.0326232910156
2401,236.51321411132812
2402,123.19715881347656
2403,135.12234497070312
2404,124.05450439453125
2405,138.2362518310547
2406,132.65757751464844
2407,122.57630920410156
2408,344.5527038574219
2409,534.4299926757812
2410,400.38726806640625
2411,153.5696563720703
2412,232.07484436035156
2413,132.75421142578125
2414,338.9471435546875
2415,447.9019470214844
2416,412.5334777832031
2417,331.13983154296875
2418,129.31265258789062
2419,563.6419677734375
2420,272.3581237792969
2421,134.6685028076172
2422,301.2615966796875
2423,164.59078979492188
2424,152.7373046875
2425,543.8187866210938
2426,433.0443420410156
2427,228.0125274658203
2428,201.864013671875
2429,127.28425598144531
2430,131.84207153320312
2431,128.1414337158203
2432,133.3931121826172
2433,202.0597686767578
2434,246.1984405517578
2435,343.4207458496094
2436,383.2781066894531
2437,338.2487487792969
2438,121.85792541503906
2439,293.14410400390625
2440,167.44534301757812
2441,156.57810974121094
2442,143.8030242919922
2443,146.33078002929688
2444,202.4201202392578
2445,136.67359924316406
2446,142.4281768798828
2447,143.74240112304688
2448,133.58969116210938
2449,129.662353515625
2450,129.662353515625
2451,129.662353515625
2452,129.662353515625
2453,129.662353515625
2454,129.662353515625
2455,129.662353515625
2456,129.662353515625
2457,129.662353515625
2458,129.662353515625
2459,129.662353515625
2460,129.662353515625
2461,129.662353515625
2462,129.662353515625
2463,129.662353515625
2464,129.662353515625
2465,129.662353515625
2466,130.73880004882812
2467,374.6463317871094
2468,313.12982177734375
2469,119.79362487792969
2470,126.13841247558594
2471,153.9006805419922
2472,142.54513549804688
2473,120.34890747070312
2474,236.5029296875
2475,165.7316131591797
2476,291.9184265136719
2477,180.76870727539062
2478,334.20123291015625
2479,301.41461181640625
2480,140.8064727783203
2481,130.2989959716797
2482,143.2314453125
2483,129.46987915039062
2484,123.62075805664062
2485,155.13490295410156
2486,210.2383270263672
2487,136.512939453125
2488,121.03648376464844
2489,154.20465087890625
2490,155.5207061767578
2491,306.78533935546875
2492,121.22622680664062
2493,182.32373046875
2494,151.69078063964844
2495,120.96292114257812
2496,145.20306396484375
2497,163.95289611816406
2498,183.27001953125
2499,127.10417175292969
2500,122.60008239746094
2501,182.96324157714844
2502,139.72267150878906
2503,189.48680114746094
2504,124.09184265136719
2505,137.81382751464844
2506,161.17300415039062
2507,122.51968383789062
2508,136.9642791748047
2509,140.7584686279297
2510,149.35902404785156
2511,341.48577880859375
2512,147.93255615234375
2513,126.27076721191406
2514,177.66847229003906
2515,131.828857421875
2516,126.31765747070312
2517,173.3588409423828
2518,153.2695770263672
2519,144.0216827392578
2520,135.79466247558594
2521,164.6401824951172
2522,170.6214599609375
2523,122.01718139648438
2524,174.67005920410156
2525,134.7876434326172
2526,171.63111877441406
2527,149.3373260498047
2528,153.97808837890625
2529,122.74420166015625
2530,172.7582244873047
2531,160.09707641601562
2532,180.4821319580078
2533,177.52952575683594
2534,160.5352020263672
2535,128.6878204345703
2536,130.46192932128906
2537,120.90338134765625
2538,119.7066650390625
2539,602.2559204101562
2540,232.63050842285156
2541,137.56776428222656
2542,137.1879425048828
2543,139.23558044433594
2544,150.38356018066406
2545,133.12649536132812
2546,154.17271423339844
2547,152.4134979248047
2548,149.46859741210938
2549,130.1365509033203
2550,150.8458251953125
2551,121.2135009765625
2552,597.1732177734375
2553,254.46400451660156
2554,142.39553833007812
2555,121.65956115722656
2556,142.39553833007812
2557,142.39553833007812
2558,188.50682067871094
2559,130.47174072265625
2560,183.35433959960938
2561,121.67221069335938
2562,463.1550598144531
2563,248.6277313232422
2564,158.93023681640625
2565,171.68324279785156
2566,120.67669677734375
2567,135.46844482421875
2568,136.78089904785156
2569,122.12550354003906
2570,121.16976928710938
2571,212.87216186523438
2572,121.11538696289062
2573,153.47381591796875
2574,136.3084259033203
2575,131.63572692871094
2576,179.3432159423828
2577,141.1568145751953
2578,137.08197021484375
2579,121.70979309082031
2580,125.84811401367188
2581,272.2542724609375
2582,183.34133911132812
2583,173.60804748535156
2584,121.21720886230469
2585,138.96234130859375
2586,160.75155639648438
2587,187.72386169433594
2588,137.6461944580078
2589,138.58497619628906
2590,121.33628845214844
2591,121.98477172851562
2592,133.24851989746094
2593,147.77879333496094
2594,122.93161010742188
2595,182.5605926513672
2596,134.23953247070312
2597,132.05654907226562
2598,123.01362609863281
2599,122.26278686523438
2600,299.0402526855469
2601,207.75146484375
2602,120.25187683105469
2603,417.64788818359375
2604,130.4456787109375
2605,155.57049560546875
2606,121.76075744628906
2607,182.96475219726562
2608,137.3152313232422
2609,131.957275390625
2610,140.61082458496094
2611,131.27894592285156
2612,131.2943572998047
2613,121.69973754882812
2614,140.1105194091797
2615,138.2037811279297
2616,121.98063659667969
2617,143.96302795410156
2618,131.9490966796875
2619,134.18719482421875
2620,144.90184020996094
2621,121.19721984863281
2622,141.8994903564453
2623,179.6172637939453
2624,175.24093627929688
2625,192.83505249023438
2626,144.8599395751953
2627,131.17201232910156
2628,135.4741668701172
2629,140.4717254638672
2630,134.61399841308594
2631,146.68853759765625
2632,147.8098907470703
2633,175.586181640625
2634,170.5777130126953
2635,137.41366577148438
2636,235.25550842285156
2637,129.7249755859375
2638,152.5879669189453
2639,141.10821533203125
2640,138.98419189453125
2641,170.12295532226562
2642,139.10061645507812
2643,138.8151397705078
2644,143.76690673828125
2645,157.0117645263672
2646,122.60026550292969
2647,119.93240356445312
2648,201.07406616210938
2649,121.81451416015625
2650,155.79380798339844
