,Outputs
1089,131.04995727539062
1090,131.04995727539062
1091,131.04998779296875
1092,141.97694396972656
1093,141.97694396972656
1094,119.61112976074219
1095,122.18601989746094
1096,138.78244018554688
1097,517.6228637695312
1098,265.4119873046875
1099,121.63825988769531
1100,277.791015625
1101,119.69401550292969
1102,120.08639526367188
1103,120.33992004394531
1104,332.35821533203125
1105,120.23045349121094
1106,121.18771362304688
1107,490.9112854003906
1108,209.80592346191406
1109,239.6158447265625
1110,122.34724426269531
1111,122.3218994140625
1112,405.0432434082031
1113,155.8135986328125
1114,156.25621032714844
1115,122.47650146484375
1116,121.62220764160156
1117,121.83956909179688
1118,133.82945251464844
1119,121.3685302734375
1120,125.69291687011719
1121,121.72952270507812
1122,120.8399658203125
1123,123.56948852539062
1124,261.1594543457031
1125,145.81314086914062
1126,189.2232208251953
1127,120.30484008789062
1128,120.82862854003906
1129,145.28395080566406
1130,120.84867858886719
1131,122.94161987304688
1132,125.33334350585938
1133,120.07487487792969
1134,133.48944091796875
1135,144.8021697998047
1136,121.16827392578125
1137,128.5072021484375
1138,120.9693603515625
1139,120.19209289550781
1140,162.51905822753906
1141,268.4527587890625
1142,136.4176788330078
1143,143.07427978515625
1144,186.05078125
1145,139.4227752685547
1146,138.623779296875
1147,189.0636749267578
1148,137.07583618164062
1149,167.890625
1150,127.12449645996094
1151,120.58201599121094
1152,122.6455078125
1153,120.40626525878906
1154,231.36302185058594
1155,168.507080078125
1156,128.43199157714844
1157,150.77549743652344
1158,285.9964599609375
1159,147.1149444580078
1160,127.66554260253906
1161,121.0712890625
1162,133.6808624267578
1163,120.01036071777344
1164,124.0279541015625
1165,185.19664001464844
1166,130.0717315673828
1167,121.77703857421875
1168,147.31243896484375
1169,120.54240417480469
1170,172.2212677001953
1171,145.45274353027344
1172,135.94314575195312
1173,120.34835815429688
1174,132.8631134033203
1175,144.50555419921875
1176,148.7446746826172
1177,275.76971435546875
1178,121.53768920898438
1179,120.30123901367188
1180,145.7257080078125
1181,148.2356719970703
1182,164.04885864257812
1183,122.72001647949219
1184,151.3680877685547
1185,122.25341796875
1186,138.99766540527344
1187,124.23614501953125
1188,145.1418914794922
1189,145.6707000732422
1190,592.2836303710938
1191,180.7422332763672
1192,325.6545715332031
1193,120.44905090332031
1194,142.54489135742188
1195,165.06459045410156
1196,145.09454345703125
1197,171.49851989746094
1198,121.34504699707031
1199,149.92132568359375
1200,284.0526123046875
1201,142.91673278808594
1202,152.15257263183594
1203,147.5628662109375
1204,120.94317626953125
1205,140.2478485107422
1206,121.7603759765625
1207,134.83384704589844
1208,138.96603393554688
1209,121.4012451171875
1210,131.11878967285156
1211,134.51275634765625
1212,216.50050354003906
1213,330.3097839355469
1214,142.94537353515625
1215,119.43048095703125
1216,120.4527587890625
1217,154.52032470703125
1218,127.73211669921875
1219,206.85928344726562
1220,119.94364929199219
1221,148.9947967529297
1222,121.58146667480469
1223,396.2022399902344
1224,282.1554260253906
1225,491.5013732910156
1226,491.5013732910156
1227,491.5013732910156
1228,140.75747680664062
1229,495.3756408691406
1230,120.76263427734375
1231,141.22628784179688
1232,143.6553955078125
1233,208.3187713623047
1234,120.87814331054688
1235,148.30316162109375
1236,160.14073181152344
1237,144.88629150390625
1238,121.77668762207031
1239,137.0825958251953
1240,120.29255676269531
1241,158.36322021484375
1242,302.5212707519531
1243,121.24208068847656
1244,149.0369110107422
1245,159.09288024902344
1246,365.1323547363281
1247,173.51210021972656
1248,121.7506103515625
1249,123.94486999511719
1250,215.61851501464844
1251,139.9680633544922
1252,175.5988006591797
1253,312.59710693359375
1254,120.46040344238281
1255,138.5489044189453
1256,444.0923156738281
1257,120.43891906738281
1258,137.5703887939453
1259,155.84329223632812
1260,140.0205078125
1261,305.5494689941406
1262,343.5376892089844
1263,257.798828125
1264,152.6189727783203
1265,158.74766540527344
1266,121.30776977539062
1267,120.583740234375
1268,314.49078369140625
1269,316.79400634765625
1270,174.41517639160156
1271,141.1063995361328
1272,171.88050842285156
1273,134.43460083007812
1274,144.1680145263672
1275,234.35191345214844
1276,186.10577392578125
1277,120.84257507324219
1278,136.49842834472656
1279,123.5355224609375
1280,121.69535827636719
1281,304.8751220703125
1282,139.53372192382812
1283,121.89988708496094
1284,193.30271911621094
1285,293.6579284667969
1286,124.90402221679688
1287,120.87930297851562
1288,139.20294189453125
1289,120.24269104003906
1290,120.22109985351562
1291,546.104736328125
1292,158.94920349121094
1293,121.43113708496094
1294,139.54246520996094
1295,133.69276428222656
1296,123.31631469726562
1297,120.28999328613281
1298,160.24313354492188
1299,120.55300903320312
1300,140.18768310546875
1301,136.25909423828125
1302,143.40606689453125
1303,129.19480895996094
1304,151.4521484375
1305,323.15069580078125
1306,143.53245544433594
1307,119.90768432617188
1308,157.1746063232422
1309,137.41490173339844
1310,123.04257202148438
1311,138.1076202392578
1312,120.55300903320312
1313,120.13142395019531
1314,133.37252807617188
1315,267.9195556640625
1316,128.0790557861328
1317,145.56222534179688
1318,121.38616943359375
1319,120.7626953125
1320,556.0659790039062
1321,121.30557250976562
1322,126.89149475097656
1323,408.6518249511719
1324,121.963134765625
1325,161.26515197753906
1326,144.26490783691406
1327,171.16273498535156
1328,145.90834045410156
1329,600.3323364257812
1330,120.12315368652344
1331,138.03172302246094
1332,479.9412841796875
1333,137.29115295410156
1334,307.0808410644531
1335,296.4871826171875
1336,123.03599548339844
1337,139.54112243652344
1338,120.15296936035156
1339,121.18144226074219
1340,265.60345458984375
1341,167.9793243408203
1342,134.51609802246094
1343,131.97909545898438
1344,140.41944885253906
1345,120.43380737304688
1346,120.25845336914062
1347,121.64019775390625
1348,296.2323303222656
1349,119.74357604980469
1350,120.35111999511719
1351,137.08319091796875
1352,300.1488952636719
1353,120.13143920898438
1354,141.1531219482422
1355,119.69841003417969
1356,181.50241088867188
1357,129.27938842773438
1358,129.90191650390625
1359,127.86955261230469
1360,127.86955261230469
1361,127.86955261230469
1362,126.67298889160156
1363,126.67298889160156
1364,127.86955261230469
1365,126.67298889160156
1366,127.86955261230469
1367,126.67298889160156
1368,126.67298889160156
